quantile	load_prediction_error_over	load_prediction_error_under	infer_prediction_error_over	infer_prediction_error_under	load_prediction_error_ratio_over	load_prediction_error_ratio_under	infer_prediction_error_ratio_over	infer_prediction_error_ratio_under	load_completion_error_over	load_completion_error_under	infer_completion_error_over	infer_completion_error_under	load_completion_error_ratio_over	load_completion_error_ratio_under	infer_completion_error_ratio_over	infer_completion_error_ratio_under	latency	cold	hot	y
0.39111739652590904	0.05230135112672013	13.883647809111327	0.030793	0.106917	2.0359542631861526e-09	2.8709822302594926e-06	8.950750853966284e-09	3.25546404560008e-08	0.24515840721628251	15.888106617909733	0.41757243100963337	0.642294	6.538434291802202e-09	2.875845456578023e-06	2.6336651689305997e-08	3.691421261782347e-08	93.59892	95.006722	93.598539	0.21546643409646524
0.40220355558822585	0.05658475097531359	15.263058061682495	0.031793	0.11088899349999334	2.167771374625878e-09	2.871961276606797e-06	9.247939687778107e-09	3.363361966682917e-08	0.2575756085447102	16.154943839087426	0.440173	0.6584631374322027	6.891998123470577e-09	2.879565902766417e-06	2.772131348770722e-08	3.788588069149482e-08	93.67461	95.006929	93.674212	0.22344667239633434
0.4130878647010552	0.061028	15.334970490023675	0.032852	0.114567	2.2991566341071067e-09	2.872903334584999e-06	9.571055440820795e-09	3.4638545842285924e-08	0.27109400431389347	16.498250796750984	0.463278	0.67428	7.242320592583544e-09	2.88310039506257e-06	2.9137294584922684e-08	3.884978273449194e-08	93.74806	95.007134	93.747658	0.23142691069620341
0.42377399902383495	0.066032	16.023784995267746	0.033966	0.117934	2.438424415336675e-09	2.8738153707597144e-06	9.929078014184396e-09	3.562501902861513e-08	0.283540489306202	16.934410626848702	0.48696	0.689874	7.619882372175957e-09	2.8863637158586553e-06	3.058857030535475e-08	3.9814387184740966e-08	93.819886	95.007347	93.819473	0.2394071489960725
0.43426556680096606	0.07106275895346145	16.123505	0.035237	0.121174	2.571695152757601e-09	2.8747178635404416e-06	1.0311397704806285e-08	3.663384412091988e-08	0.2973211348893536	17.309849189993297	0.5116691441627378	0.705335	8.00619208496147e-09	2.8894801604358726e-06	3.206575865064443e-08	4.0777897869602094e-08	93.890687	95.0075558099629	93.8902534071174	0.2473873872959416
0.4445661105801594	0.07634883372446939	16.334394	0.036706	0.124429	2.71562178845272e-09	2.875619343635033e-06	1.0740190737538236e-08	3.771435105608673e-08	0.3114083262002942	18.466556231542015	0.536821	0.720722	8.41009436168863e-09	2.892458506151343e-06	3.358562377488336e-08	4.173330327005716e-08	93.960796	95.00774072025503	93.960345	0.25536762559581067
0.4546791084086015	0.08208722076959037	16.562810981306555	0.038189	0.127751	2.8594318005192664e-09	2.876484862908644e-06	1.121031960863047e-08	3.889918497517397e-08	0.32529413364906423	19.583616	0.56277	0.7360595940313135	8.873005074292048e-09	2.8953936046649043e-06	3.5150958129794235e-08	4.268458948147904e-08	94.030862	95.007955	94.030393	0.26334786389567977
0.4646079750073395	0.08806780703237897	18.184223981908396	0.039879	0.13134929710671583	3.0078991234516693e-09	2.8774010185524237e-06	1.1704044371598e-08	4.011823516112562e-08	0.34149339503300724	19.738119	0.589598	0.751321	9.260703313762986e-09	2.898257469021201e-06	3.6754469257833626e-08	4.3635107237364246e-08	94.101376	95.00815167236863	94.100889	0.2713281021955488
0.47435606292428567	0.09483536458772708	18.843408311672338	0.041535	0.135174	3.169024837045261e-09	2.878304346823659e-06	1.2210616281204112e-08	4.1287000600607714e-08	0.3566139914715629	20.173224943314807	0.617706	0.766703	9.759187776898412e-09	2.9010922673635813e-06	3.838714912597027e-08	4.4584202132411495e-08	94.172807	95.008336	94.17229	0.2793083404954179
0.48392666366622616	0.10149077938512015	19.00795145152934	0.043275	0.139031	3.325641427576062e-09	2.879212903461262e-06	1.2722362971179313e-08	4.2378664094283685e-08	0.3733772413372258	21.29358643630852	0.647008	0.781902	1.0239571771393125e-08	2.9039359274266702e-06	4.0074501504192295e-08	4.553942240272308e-08	94.24585	95.00852029601893	94.245294	0.287288578795287
0.49332300881022095	0.10872881148141636	20.357351143189717	0.045042	0.142745	3.4804074407100884e-09	2.880128973540005e-06	1.3227150928418159e-08	4.341137448409644e-08	0.38948844450990855	21.877413520828853	0.6778118743814463	0.7972	1.0757440635323596e-08	2.906757059498532e-06	4.184958290285723e-08	4.649424392511855e-08	94.321529	95.00870935819407	94.320925	0.29526881709515607
0.5025482710947673	0.11696336814134164	20.659546	0.046716	0.146251	3.6430872000623107e-09	2.8810560290358785e-06	1.3718583227064876e-08	4.443159055006371e-08	0.40698427830231076	22.116886903647625	0.710239	0.812532	1.1361829325165117e-08	2.9095999410641887e-06	4.367257984935822e-08	4.744107051118879e-08	94.40106172191852	95.00885893650461	94.400402	0.30324905539502517
0.5116055654910959	0.12468034436523705	21.258669444927364	0.04837559161763103	0.149618	3.7989056626305925e-09	2.8819766888369205e-06	1.4200458268957818e-08	4.546688909515499e-08	0.4266151408986616	22.325688091933774	0.7442686674713329	0.827806	1.197527513474673e-08	2.912483624300048e-06	4.5575193639925876e-08	4.838497887192766e-08	94.486249	95.00903464726713	94.48548	0.31122929369489427
0.5204979502549617	0.13169695903209233	21.339127176834804	0.050063	0.152918	3.970179114071641e-09	2.8829107402834354e-06	1.4663242529154518e-08	4.655690813811521e-08	0.4464999422812485	22.681189861865377	0.7802333622313458	0.843049	1.2552639591449805e-08	2.9154254550997167e-06	4.755542229700677e-08	4.933094743422021e-08	94.580331	95.0092164877528	94.579467	0.3192095319947633
0.5292284279592843	0.138523136181119	21.585894032062388	0.051577	0.156257	4.1467303898971245e-09	2.88383610875259e-06	1.5099180726169683e-08	4.7702579748536524e-08	0.4675382088090621	23.166915888338796	0.818515	0.858212	1.3234653407458323e-08	2.918446695655995e-06	4.964624067349666e-08	5.027800292514167e-08	94.68969	95.00936	94.68859	0.3271897702946324
0.5377999465079863	0.1454410112415838	21.8017101653522	0.053111	0.15971	4.320961859154075e-09	2.884775016031632e-06	1.5510812054253968e-08	4.8859136158019235e-08	0.492611859954712	23.312833856700568	0.8580427940353653	0.873356	1.4049450355362017e-08	2.921441864267367e-06	5.186535457019043e-08	5.122104755098763e-08	94.82833032241112	95.009535	94.826784	0.3351700085945015
0.5462154001313742	0.15144231558637475	22.416029418967454	0.054446	0.163307	4.497216306592668e-09	2.885722368400971e-06	1.586969913398205e-08	4.9978247747006464e-08	0.5192264730187053	23.454354687977116	0.9008616953112064	0.888545	1.492634894926914e-08	2.9246313129429687e-06	5.426408788270049e-08	5.2160609224453425e-08	95.000208	95.009687	95.000202	0.34315024689437057
0.5544776303633919	0.15716634814464348	22.482983569849804	0.055636	0.166961	4.682509629860904e-09	2.8867215024352844e-06	1.6203937191676175e-08	5.1047636161322055e-08	0.5461035425083385	24.167448165743853	0.9459850269723856	0.903593	1.582486765959018e-08	2.927818998217264e-06	5.6831512399848526e-08	5.310352458444951e-08	95.000633	95.00984577342307	95.000629	0.35113048519423967
0.5625894270010863	0.16260074660433316	22.68012466206107	0.056864	0.170559	4.888450042977602e-09	2.887778466767259e-06	1.6538219440808607e-08	5.207163386893644e-08	0.573654194049089	24.82572913964977	0.9943668604024212	0.918617	1.6854725602644284e-08	2.9310632203858906e-06	5.960978224963476e-08	5.404100470903039e-08	95.00103	95.01000580299993	95.001027	0.3591107234941088
0.5705535290465988	0.16820189706908475	23.94978966644806	0.05815	0.174056	5.08557629107881e-09	2.888864823615974e-06	1.6898994589417908e-08	5.3082200742863786e-08	0.6064286819098185	24.973149994380623	1.047286	0.93362	1.8013620039644e-08	2.9345143970267337e-06	6.265159797414328e-08	5.497597597163717e-08	95.00142	95.01015071490721	95.001416	0.3670909617939778
0.5783726256320091	0.17421716633713732	24.07931494354141	0.059392	0.177423	5.28197143109037e-09	2.8900335441743727e-06	1.7263329507916245e-08	5.4101620773652844e-08	0.6396311860517665	25.255465385614276	1.1045177453194568	0.94866	1.9067146706086203e-08	2.9380448096350035e-06	6.60966245048882e-08	5.591269852338721e-08	95.001803	95.01029825578891	95.001799	0.3750712000938469
0.5860493569273374	0.18063023391719693	24.217124	0.060682	0.180734	5.482253744867623e-09	2.891209525877812e-06	1.7669747610253705e-08	5.5146952528460774e-08	0.679643038859335	26.408651370022813	1.1685477847911372	0.963582	2.0461989178599297e-08	2.941586536464377e-06	6.993994021135755e-08	5.6850426982073385e-08	95.002179	95.01045156552176	95.002175	0.383051438393716
0.5935863150320159	0.18671556031576247	24.489334669317063	0.062181	0.184025	5.701478509094215e-09	2.8924303299633325e-06	1.8112608864925442e-08	5.620487457926706e-08	0.730634604604918	26.642167705158922	1.241406	0.978512	2.1748740230555418e-08	2.9452966648738968e-06	7.419897030676002e-08	5.778458953017863e-08	95.002545	95.010615	95.002542	0.3910316766935851
0.6009860448501287	0.192856638362494	25.450212	0.06373435374850105	0.187317	5.91467104904962e-09	2.8936607006567183e-06	1.859132953306984e-08	5.7268217237265714e-08	0.7882770580526687	26.780772	1.3263842743991554	0.9934467655145284	2.3235748469102605e-08	2.9492691255156715e-06	7.898548673925547e-08	5.872070340633934e-08	95.002906	95.01075765329489	95.002903	0.3990119149934542
0.6082510449497149	0.1993514433231281	25.84241434946872	0.065524	0.190646	6.129047500008972e-09	2.894910008984265e-06	1.9108197435379807e-08	5.8308836142145314e-08	0.8425485956312947	27.042222437826233	1.424956232643724	1.008409	2.470422578463655e-08	2.95334662965223e-06	8.436678064517442e-08	5.965375106188495e-08	95.003259	95.01087951037645	95.003256	0.4069921532933232
0.6153837684064274	0.20581642309327988	25.919544379593223	0.067311	0.194038	6.342671285144264e-09	2.89620383591676e-06	1.9642238041204776e-08	5.931106071561377e-08	0.9092642410774173	27.79860413350726	1.540824	1.023337	2.610888819176652e-08	2.9575639297306284e-06	9.024694016834935e-08	6.058545070582206e-08	95.003606	95.01100629441846	95.003603	0.4149723915931923
0.6223866236318298	0.21248973944568444	26.097548	0.069193	0.197419	6.5587678756523885e-09	2.8975011647443524e-06	2.0211523361418946e-08	6.028911266900998e-08	0.9928251068867197	28.088609598312544	1.6756601517961656	1.038283	2.7672545057674175e-08	2.961949051436768e-06	9.657197235610106e-08	6.150849932223973e-08	95.003945	95.011139	95.003942	0.4229526298930614
0.629261975186613	0.219269	26.914542779746903	0.071143	0.20074	6.77777269404588e-09	2.898927793701861e-06	2.079492022676514e-08	6.125169535079269e-08	1.0782774618223878	28.8296323092937	1.8287167270466727	1.053101	2.9325088549705633e-08	2.966608573115006e-06	1.0344449610417165e-07	6.243033748484846e-08	95.004276	95.01127458735024	95.004273	0.4309328681929305
0.6360121445790043	0.22638452425281316	27.07152984240725	0.073182	0.204001	6.998977773708351e-09	2.900342785913726e-06	2.1382499716973546e-08	6.220706069113657e-08	1.1523991604982735	29.744142854863945	1.9939747997259905	1.067942	3.091196511691802e-08	2.9715629849463243e-06	1.1101067180164642e-07	6.334741613805347e-08	95.004601	95.01141558232985	95.004598	0.4389131064927996
0.6426394110486406	0.23318977681000252	27.45858199666096	0.075227	0.207186	7.237464794547203e-09	2.9018529299295555e-06	2.1955078778713515e-08	6.317033737309997e-08	1.2310356896773904	30.603432832085687	2.1746902333176834	1.082583	3.258208838830243e-08	2.977069404623204e-06	1.1901826158896434e-07	6.426810434902113e-08	95.004921	95.0115388896999	95.004918	0.4468933447926687
0.6491460123361686	0.24106842295543143	28.676886	0.077178	0.210333	7.478598851093029e-09	2.903376282988481e-06	2.2507914676280864e-08	6.413056729518856e-08	1.3256964658914783	31.32096970745168	2.368781038480804	1.097193	3.434473605653852e-08	2.9826705556118054e-06	1.2788990942474012e-07	6.518446325299514e-08	95.005234	95.01165783261067	95.005231	0.4548735830925377
0.655534145438833	0.24967123846981953	28.862660972871446	0.079078	0.213456	7.735758808208636e-09	2.905039703083406e-06	2.3044506026545682e-08	6.510966999631218e-08	1.4121899297227691	31.57241243886869	2.5796417148235564	1.111806	3.5899636700280446e-08	2.9887201653498416e-06	1.3718096379136492e-07	6.609749961283344e-08	95.005541	95.01179659338196	95.005539	0.46285382139240683
0.6618059673523071	0.2585201341306522	30.20047972191139	0.08096	0.216559	8.008347563209143e-09	2.9068073256264703e-06	2.35186000098041e-08	6.608248399595688e-08	1.4920024036749369	31.87596118770738	2.802999704399382	1.12642	3.719529933369799e-08	2.9954891428994166e-06	1.4657253939584988e-07	6.700731027070032e-08	95.005844	95.01191082312035	95.005841	0.47083405969227593
0.6679635957990168	0.2681720658797562	30.339914	0.082628	0.219687	8.28706993285207e-09	2.9086857107874317e-06	2.398003472222222e-08	6.704318581702396e-08	1.582300206415093	32.84764082367187	3.0218654230329274	1.1409704876606819	3.8541297561313904e-08	3.0029438095357247e-06	1.5593650379570926e-07	6.791884949888014e-08	95.006139	95.01203897642009	95.006137	0.478814297992145
0.6740091099432034	0.2789364955912064	30.724757318175953	0.08422329547316418	0.222852	8.592492825483036e-09	2.910680122363479e-06	2.4443131856910567e-08	6.798909082885449e-08	1.6678975987952775	33.10055018459218	3.240739660921048	1.155428	3.9914038010560563e-08	3.0115606551952803e-06	1.6500747644609718e-07	6.882449789672055e-08	95.006431	95.01215307077102	95.006428	0.4867945362920141
0.6799445510929678	0.28890457499477895	30.95707716943904	0.08590938153076218	0.226045	8.897788570829348e-09	2.9128258074216297e-06	2.4889797807807495e-08	6.892538054743019e-08	1.7572419479822334	33.446196588320646	3.4565136057771393	1.1699093098318205	4.110222111592534e-08	3.0214740765423554e-06	1.7359867182957463e-07	6.972923101247815e-08	95.006715	95.01226427301418	95.006713	0.4947747745918832
0.6857719233895316	0.2989958756118192	32.04392397688963	0.087472	0.229218	9.238218254171307e-09	2.915263677059038e-06	2.534400656661572e-08	6.984385867164832e-08	1.8663083468649537	34.17072981206439	3.6731027284486713	1.184308	4.2378537257864086e-08	3.0333882987626047e-06	1.8179373313156953e-07	7.062962132855207e-08	95.006995	95.01237241758336	95.006993	0.5027550128917523
0.6914931944839483	0.3086975039074417	32.30131876304593	0.089177	0.232367	9.54078274717599e-09	2.9179768578796734e-06	2.5803183030587007e-08	7.075576035798992e-08	1.9578032313792504	35.60234476599387	3.881233848256478	1.198594	4.3407596500651705e-08	3.0464344618753257e-06	1.900066716215673e-07	7.152993512023738e-08	95.00727	95.01248608134395	95.007268	0.5107352511916213
0.6971102962014942	0.3183135975905092	32.43713963733512	0.090824	0.235503	9.858551949695038e-09	2.921009864241491e-06	2.6287511889544306e-08	7.167311027352889e-08	2.0582030836310397	36.03435700051025	4.079184412807382	1.212876	4.4632354171077606e-08	3.060995108230732e-06	1.981682153462851e-07	7.242974899043476e-08	95.007539	95.01261011256207	95.007537	0.5187154894914904
0.7026251251939621	0.32727392311363007	32.573168	0.092526	0.2386017863077	1.0212238903694219e-08	2.9243950471834303e-06	2.6800114559120246e-08	7.259468098057313e-08	2.1519069893653247	36.77989517311943	4.275811850447596	1.227082	4.568095129875276e-08	3.077608645330704e-06	2.0607107721630117e-07	7.332600415805037e-08	95.007805	95.012704	95.007803	0.5266957277913595
0.708039543580078	0.3363997673791491	33.10057	0.094393	0.241668	1.0585268732999937e-08	2.928356642063205e-06	2.7338785858330545e-08	7.352562788069489e-08	2.2453325460440814	38.12987974713887	4.472745501638351	1.2412087510199454	4.665760186831888e-08	3.0963539996971274e-06	2.1353593195475005e-07	7.422239257029415e-08	95.008066	95.01280579145397	95.008064	0.5346759660912286
